clean_text,category,location,status,date,name,contact
brown metal-frame glasses,glasses,ab2,found,05/10/2024 23:11,Gul Warraich,3193890728
grey square glasses,glasses,hostel,found,20/10/2024 21:36,Iqra Farooq,3470281489
brown prescription glasses,glasses,love garden,lost,15/02/2024 11:15,Areeba Bhatti,3186753379
brown round glasses,glasses,hostel,lost,09/02/2025 13:11,Rehan Mirza,3367347726
blue half-rim glasses,glasses,hostel,lost,24/04/2026 12:21,Xeenia Lodhi,3189413668
black metal-frame glasses,glasses,ab4,lost,23/02/2026 20:08,Hira Qureshi,3244846636
grey sunglasses,glasses,parking,lost,24/02/2024 13:19,Baber Dar,3388481220
blue oval glasses,glasses,library,lost,03/03/2024 16:02,Mohsin Raza,3285097313
white framed glasses,glasses,love garden,lost,13/02/2024 23:22,Talha Cheema,3213249813
brown thick-frame glasses,glasses,ab4,found,16/12/2024 07:21,Erum Bhatti,3264976902
black rimless glasses,glasses,ab2,lost,12/08/2024 08:55,Javed Rajput,3020523101
grey rimless glasses,glasses,garden,lost,13/01/2025 14:45,Kiran Gondal,3480153598
grey round glasses,glasses,garden,lost,04/12/2025 20:47,Sobia Saeed,3219383486
black anti-glare glasses,glasses,library,lost,27/12/2025 09:24,Zara Toor,3336355801
blue framed glasses,glasses,mosque,lost,10/09/2025 23:44,Kinza Shah,3198379650
blue rimless glasses,glasses,ab4,lost,06/06/2024 08:40,Hassan Dogar,3090329957
white thick-frame glasses,glasses,canteen,lost,04/04/2025 13:40,Bilal Abbasi,3463347317
brown tinted glasses,glasses,mosque,lost,13/11/2025 15:07,Sobia Dogar,3048160743
blue slim notebook,notebook,hostel,found,07/11/2025 12:44,Durr Tarar,3226928136
black hardcover notebook,notebook,ab2,lost,06/03/2024 15:00,Dua Shah,3429923025
black wiro notebook,notebook,ab1,lost,15/06/2024 09:46,Rehan Dar,3026079272
black plain notebook,notebook,cc,lost,23/06/2025 21:53,Zain Dar,3140263684
grey small notebook,notebook,ab5,lost,05/04/2026 11:14,Bilal Khawaja,3338319207
blue lined notebook,notebook,ab2,lost,22/03/2026 18:09,Qurat Gondal,3099687958
brown slim notebook,notebook,hostel,lost,16/05/2025 15:59,Imran Chattha,3067311934
grey slim notebook,notebook,love garden,found,09/09/2025 09:38,Bushra Jafri,3387055877
brown spiral notebook,notebook,parking,lost,04/02/2024 17:45,Palwasha Gilani,3481195815
blue hardcover notebook,notebook,ab3,lost,08/03/2026 19:02,Rizwan Dogar,3379824186
brown A4 notebook,notebook,library,found,12/08/2024 09:03,Xeenia Pasha,3174165598
blue A4 notebook,notebook,love garden,lost,19/10/2024 17:28,Pervaiz Khan,3208116790
blue plain notebook,notebook,cc,lost,09/03/2024 23:04,Ehsan Abbasi,3065380108
grey grid notebook,notebook,love garden,found,14/06/2024 10:15,Bushra Paracha,3137350065
black A5 notebook,notebook,ab2,found,15/01/2024 17:04,Luqman Tarar,3498262728
brown thick notebook,notebook,mosque,lost,15/08/2024 09:28,Naila Siddiqui,3036641236
black lined notebook,notebook,ab4,lost,28/10/2024 10:25,Wajeeha Niazi,3268027141
white lined notebook,notebook,cc,found,26/04/2025 13:48,Eman Memon,3476745134
grey ring-bound notebook,notebook,garden,found,18/06/2025 21:11,Raheela Rajput,3303473828
brown plain notebook,notebook,ab3,lost,26/06/2025 13:11,Xeenia Siddiqui,3107634649
white pocket notebook,notebook,hostel,found,20/07/2025 18:48,Naeem Warraich,3426312304
grey A5 notebook,notebook,love garden,lost,09/12/2025 07:01,Ertugrul Chattha,3191603078
blue grid notebook,notebook,garden,lost,10/05/2025 11:16,Naeem Saeed,3443170579
grey spiral notebook,notebook,garden,found,12/05/2025 16:54,Farrukh Ahmed,3349221704
blue lab notebook,notebook,mosque,lost,10/11/2025 18:28,Sadaf Ahmed,3428429668
white thick notebook,notebook,library,found,01/08/2025 23:34,Ghazala Paracha,3109881961
black spiral notebook,notebook,ab2,lost,18/08/2024 13:47,Laiba Qureshi,3233322414
grey lined notebook,notebook,garden,lost,03/04/2024 12:45,Danyal Abbasi,3250446560
white grid notebook,notebook,ab2,found,29/04/2024 09:48,Parveen Ahmed,3012063294
white A5 notebook,notebook,ab5,lost,14/06/2024 16:49,Vaneeza Khan,3421205943
grey thick notebook,notebook,mosque,lost,16/02/2024 19:09,Laiba Tarar,3334247444
blue student notebook,notebook,parking,lost,15/10/2024 14:55,Zara Gilani,3023232729
white small notebook,notebook,love garden,lost,27/09/2025 08:35,Mohsin Gondal,3071228716
black small notebook,notebook,ab1,lost,14/09/2024 11:20,Waqas Ahmed,3121723921
brown small notebook,notebook,mosque,lost,13/12/2025 19:26,Waseem Bhatti,3341977480
black A4 notebook,notebook,cc,lost,07/03/2025 15:19,Ghulam Ansari,3073179992
white plain notebook,notebook,ab5,found,14/03/2026 08:18,Komal Gondal,3268098180
brown wiro notebook,notebook,ab5,lost,22/09/2024 20:43,Waseem Memon,3118984414
blue A5 notebook,notebook,canteen,lost,12/03/2024 14:47,Omar Iqbal,3463515027
blue ring-bound notebook,notebook,hostel,found,02/06/2024 07:25,Sobia Dar,3100478568
brown lined notebook,notebook,garden,lost,04/07/2025 16:55,Daud Bhatti,3282810826
blue small notebook,notebook,library,lost,23/10/2025 15:20,Omaima Paracha,3004313328
brown ring-bound notebook,notebook,love garden,lost,03/09/2024 07:53,Qurrat Memon,3276470063
white spiral notebook,notebook,ab2,found,06/11/2025 16:13,Tabassum Niazi,3219594422
brown A5 notebook,notebook,hostel,lost,18/06/2024 12:59,Khalid Abbasi,3097718625
white hardcover notebook,notebook,parking,found,18/02/2024 07:55,Rehan Shah,3378989837
blue thick notebook,notebook,library,lost,21/04/2025 13:06,Wajeeha Lodhi,3320792882
blue spiral notebook,notebook,ab3,lost,24/07/2024 07:52,Kinza Malik,3262463090
brown student notebook,notebook,parking,lost,18/02/2024 09:52,Omar Tarar,3314164199
black pocket notebook,notebook,ab3,lost,24/01/2024 21:26,Haider Malik,3003477735
brown auto-open umbrella,umbrella,garden,found,15/02/2024 14:50,Noor Niazi,3225895487
black telescopic umbrella,umbrella,mosque,lost,03/05/2025 15:00,Hania Hussain,3403959125
white three-fold umbrella,umbrella,hostel,lost,30/01/2026 23:23,Palwasha Rajput,3227671348
blue slim umbrella,umbrella,ab2,found,28/03/2026 23:43,Luqman Butt,3412375484
blue travel umbrella,umbrella,library,found,28/01/2026 21:50,Qurat Qureshi,3123068266
blue auto-open umbrella,umbrella,garden,found,03/10/2024 21:57,Babar Baig,3312927781
brown large umbrella,umbrella,hostel,found,08/01/2024 21:41,Rimsha Qureshi,3496020212
brown portable umbrella,umbrella,hostel,found,04/02/2026 14:09,Siraj Dogar,3419249983
brown two-fold umbrella,umbrella,cc,found,22/08/2024 12:13,Omaima Memon,3340850456
white windproof umbrella,umbrella,ab5,lost,06/07/2024 18:07,Erum Pasha,3091695347
brown compact umbrella,umbrella,library,lost,15/02/2026 15:56,Fahad Abbasi,3128677644
white folding umbrella,umbrella,love garden,lost,28/07/2025 16:22,Ifra Paracha,3434611839
black two-fold umbrella,umbrella,ab2,lost,22/02/2025 10:38,Imran Chattha,3455372035
white travel umbrella,umbrella,ab1,lost,11/04/2025 08:24,Tahira Chaudhry,3159743420
white auto-open umbrella,umbrella,mosque,found,10/10/2025 22:45,Ume Toor,3409575013
blue portable umbrella,umbrella,canteen,lost,07/08/2024 09:41,Eman Qureshi,3477434706
grey telescopic umbrella,umbrella,canteen,lost,15/04/2026 15:38,Talha Qureshi,3431417582
blue three-fold umbrella,umbrella,mosque,found,07/09/2024 08:34,Aleena Chattha,3282711645
brown mini umbrella,umbrella,canteen,found,25/03/2025 14:21,Noman Raza,3490792904
grey slim umbrella,umbrella,mosque,lost,01/08/2025 14:11,Bismah Saeed,3159631344
grey three-fold umbrella,umbrella,canteen,lost,08/02/2026 09:40,Huzaifa Memon,3489760608
brown telescopic umbrella,umbrella,garden,lost,13/10/2024 17:10,Qasim Khawaja,3104327484
black three-fold umbrella,umbrella,love garden,lost,13/12/2024 09:38,Omar Pasha,3478385121
grey folding umbrella,umbrella,cc,found,12/01/2026 19:43,Ayesha Lodhi,3245904997
blue telescopic umbrella,umbrella,mosque,found,15/02/2025 18:09,Zara Ali,3415475905
white mini umbrella,umbrella,hostel,lost,28/02/2026 23:27,Sajid Siddiqui,3076981543
white slim umbrella,umbrella,cc,lost,23/03/2024 22:36,Tabassum Gilani,3068435603
grey mini umbrella,umbrella,mosque,lost,25/11/2024 08:19,Kareem Bhatti,3446257333
black large umbrella,umbrella,hostel,lost,17/02/2025 18:11,Aisha Niazi,3139777265
blue folding umbrella,umbrella,ab2,found,15/10/2024 11:30,Pervaiz Jafri,3250392003
blue standard umbrella,umbrella,mosque,lost,01/12/2025 12:24,Uzair Ali,3303428147
white standard umbrella,umbrella,garden,lost,16/12/2024 13:29,Hania Siddiqui,3370414714
white two-fold umbrella,umbrella,love garden,found,14/03/2025 08:31,Qurrat Pasha,3351667867
brown slim umbrella,umbrella,hostel,lost,31/03/2026 22:58,Qaiser Dogar,3443306057
grey compact umbrella,umbrella,ab1,lost,10/07/2024 21:06,Luqman Chaudhry,3219497026
grey portable umbrella,umbrella,library,lost,12/10/2024 08:22,Ume Siddiqui,3199005905
blue large umbrella,umbrella,ab3,found,07/02/2026 23:16,Waseem Pasha,3308850269
blue compact umbrella,umbrella,parking,lost,12/11/2024 11:59,Javaria Hussain,3330161031
black portable umbrella,umbrella,ab5,found,15/12/2025 07:58,Sajid Ali,3356675209
black compact umbrella,umbrella,hostel,lost,24/01/2024 22:52,Xeenia Ansari,3232916707
white portable umbrella,umbrella,parking,lost,13/11/2025 08:09,Komal Chaudhry,3030156575
grey two-fold umbrella,umbrella,parking,lost,14/12/2025 21:12,Dua Gilani,3440840088
black folding umbrella,umbrella,love garden,found,25/06/2024 20:34,Ahmed Dogar,3062837194
blue mini umbrella,umbrella,cc,lost,22/05/2024 17:25,Qaiser Hussain,3030927642
white compact umbrella,umbrella,garden,lost,23/10/2024 21:51,Rabia Khan,3105140226
white telescopic umbrella,umbrella,parking,lost,12/04/2025 21:42,Durr Raza,3443195520
black standard umbrella,umbrella,cc,found,24/08/2024 23:42,Javaria Jafri,3145242283
brown travel umbrella,umbrella,mosque,lost,07/04/2024 15:22,Nabeel Kashmiri,3201296037
black mini umbrella,umbrella,ab1,lost,20/07/2025 21:39,Ume Khan,3095325062
black slim umbrella,umbrella,library,lost,28/04/2026 10:29,Fariha Qureshi,3067994610
black fast charger,charger,mosque,lost,09/09/2024 14:20,Sidra Paracha,3147757305
black multi-port charger,charger,hostel,lost,18/07/2024 20:11,Danyal Tarar,3237570960
white wireless charger,charger,garden,lost,15/03/2026 20:07,Samina Farooq,3207272751
grey 65W charger,charger,ab4,found,25/02/2026 18:25,Areeba Pasha,3245882311
white magnetic charger,charger,canteen,found,22/04/2025 16:44,Lubna Hashmi,3479084776
grey portable charger,charger,parking,lost,07/01/2026 13:08,Mariam Farooq,3419163475
black portable charger,charger,mosque,lost,11/04/2024 11:03,Wajeeha Baig,3346854832
white fast charger,charger,ab1,lost,02/11/2025 12:19,Jawad Ali,3218043397
white 65W charger,charger,library,lost,16/02/2024 08:30,Rimsha Toor,3234461029
brown wireless charger,charger,parking,lost,04/04/2024 12:49,Kinza Raza,3490811093
blue power bank charger,charger,ab1,lost,01/02/2026 11:41,Omaima Bhatti,3009521089
brown cable charger,charger,mosque,lost,22/09/2025 11:13,Erum Abbasi,3424178964
white wall charger,charger,mosque,found,23/02/2026 19:28,Noman Baig,3470907872
white portable charger,charger,love garden,lost,30/05/2025 10:44,Yasir Dogar,3276036613
blue 45W charger,charger,ab3,lost,30/03/2026 21:22,Wajeeha Ali,3038647793
brown multi-port charger,charger,hostel,found,02/01/2024 16:13,Naeem Farooq,3491349697
blue laptop charger,charger,cc,found,26/10/2025 14:53,Rehan Malik,3039471003
white cable charger,charger,parking,found,14/11/2025 09:36,Yumna Shah,3290313903
brown portable charger,charger,garden,lost,14/02/2026 09:03,Durr Khawaja,3341480077
grey fast charger,charger,cc,lost,27/03/2024 17:41,Shahzaib Kashmiri,3203805562
black 65W charger,charger,ab4,lost,05/11/2024 18:58,Javaria Abbasi,3444577490
blue fast charger,charger,garden,lost,31/01/2025 16:40,Kashif Sheikh,3284260722
brown USB-C charger,charger,ab3,lost,18/09/2025 19:04,Palwasha Niazi,3371769409
grey power bank charger,charger,cc,lost,04/10/2024 17:12,Kashif Warraich,3293383383
black laptop charger,charger,garden,lost,17/02/2024 12:01,Bushra Paracha,3191289685
blue wall charger,charger,ab5,lost,22/03/2025 14:42,Daniyal Paracha,3043006447
black USB-C charger,charger,ab5,lost,06/04/2026 19:15,Rizwan Dogar,3221898347
blue multi-port charger,charger,canteen,lost,29/11/2025 21:55,Liaqat Kashmiri,3486602001
grey multi-port charger,charger,garden,lost,05/08/2024 23:32,Wajeeha Farooq,3330474505
grey micro USB charger,charger,cc,lost,25/03/2025 21:51,Yasir Rajput,3287020465
grey wireless charger,charger,ab1,found,15/08/2024 21:40,Aleena Tarar,3435365010
blue 65W charger,charger,library,lost,12/09/2025 09:41,Javeria Cheema,3292995878
black micro USB charger,charger,canteen,lost,09/03/2025 15:59,Tahir Tarar,3381792709
grey 45W charger,charger,hostel,lost,20/02/2026 20:20,Irfan Tarar,3273957994
black cable charger,charger,garden,found,02/11/2025 12:11,Javaria Raza,3391644331
brown laptop charger,charger,ab5,found,11/11/2024 13:14,Komal Qureshi,3085450091
blue slim charger,charger,love garden,found,03/07/2024 22:49,Gul Ansari,3049520233
white USB-C charger,charger,ab2,found,06/07/2025 07:20,Huzaifa Dogar,3059669796
white laptop charger,charger,ab4,lost,21/12/2025 15:08,Javeria Hussain,3133022573
white 45W charger,charger,love garden,lost,16/12/2024 11:52,Parveen Abbasi,3407477916
brown 65W charger,charger,ab5,lost,07/02/2024 13:04,Parveen Khawaja,3223704529
grey slim charger,charger,ab2,found,12/02/2026 09:25,Amna Mirza,3345570458
white slim charger,charger,ab3,lost,04/02/2024 13:00,Faisal Dogar,3174257930
brown micro USB charger,charger,library,lost,17/07/2025 15:26,Fatima Dar,3369051051
black magnetic charger,charger,ab2,found,07/09/2025 14:29,Laiba Ali,3420735138
grey padlock keys,keys,ab1,lost,03/02/2024 15:09,Eman Ahmed,3424637713
white labeled keys,keys,cc,found,02/01/2025 16:10,Kiran Toor,3149031177
blue chained keys,keys,canteen,lost,12/02/2026 14:58,Adnan Farooq,3264350848
white padlock keys,keys,parking,found,09/11/2025 18:17,Iqra Jafri,3195136282
brown tagged keys,keys,ab2,found,27/08/2024 10:01,Amna Khawaja,3219454928
black padlock keys,keys,library,found,14/10/2024 08:57,Laiba Butt,3051027894
blue tagged keys,keys,parking,lost,20/04/2025 20:48,Aisha Butt,3074953638
grey spare keys,keys,parking,found,17/09/2024 13:25,Qurat Qureshi,3458990671
black chained keys,keys,canteen,found,14/01/2026 22:19,Alina Ansari,3260923002
brown door keys,keys,ab1,lost,11/06/2025 07:54,Luqman Bhatti,3464206372
blue padlock keys,keys,love garden,found,22/02/2025 11:29,Parveen Gilani,3339591561
blue car keys,keys,cc,lost,02/04/2025 12:34,Ghulam Pasha,3064778037
brown labeled keys,keys,library,found,02/02/2025 23:51,Hamza Siddiqui,3129612112
black tagged keys,keys,ab4,lost,12/09/2024 14:46,Yumna Ali,3055026447
black labeled keys,keys,garden,found,27/11/2024 11:47,Waheed Lodhi,3024390156
brown keychain keys,keys,hostel,lost,11/12/2025 09:10,Hassan Iqbal,3315294201
black flat keys,keys,ab5,lost,22/03/2026 16:39,Bilawal Gilani,3156819258
blue master keys,keys,ab5,lost,03/09/2024 17:46,Qaiser Pasha,3389231762
black keychain keys,keys,ab5,lost,06/09/2024 07:56,Tooba Mirza,3056031039
blue spare keys,keys,ab1,lost,22/05/2025 21:28,Tooba Gilani,3496808579
white keychain keys,keys,garden,lost,22/07/2025 19:13,Sadaf Gilani,3196391823
black door keys,keys,mosque,lost,27/11/2025 17:29,Omaima Siddiqui,3357167031
grey master keys,keys,ab5,lost,12/04/2026 16:13,Uzma Qureshi,3067866121
brown spare keys,keys,library,lost,23/08/2024 20:01,Waseem Gondal,3164029558
brown master keys,keys,mosque,lost,07/01/2025 14:46,Rehan Abbasi,3168061728
white ringed keys,keys,mosque,lost,28/12/2024 10:20,Mehwish Dar,3187776313
grey flat keys,keys,canteen,found,22/10/2024 17:02,Gul Baig,3222016961
grey bike keys,keys,ab1,lost,10/04/2025 20:24,Obaid Siddiqui,3255813624
white chained keys,keys,parking,found,12/11/2025 13:12,Qasim Iqbal,3008115634
brown flat keys,keys,ab3,lost,03/04/2025 21:49,Haider Mirza,3138432192
brown car keys,keys,ab5,lost,27/01/2026 12:28,Imran Hussain,3108737815
blue bike keys,keys,ab5,lost,15/11/2025 20:50,Qasim Cheema,3159637343
white flat keys,keys,ab5,found,20/02/2024 11:36,Erum Ansari,3138453823
blue keychain keys,keys,ab5,lost,15/03/2024 13:56,Ghulam Raza,3184819147
black car keys,keys,mosque,lost,22/02/2025 10:52,Ahmed Chattha,3273408245
white locker keys,keys,ab4,lost,23/02/2024 18:01,Shahzaib Shah,3089155102
grey car keys,keys,love garden,lost,02/03/2026 20:38,Xeenia Ahmed,3082675832
black room keys,keys,ab5,lost,30/06/2024 18:12,Umar Saeed,3289905665
brown ringed keys,keys,parking,lost,22/10/2025 09:33,Durr Mirza,3374495769
white tagged keys,keys,hostel,lost,16/06/2025 09:47,Vaneeza Niazi,3372720394
blue labeled keys,keys,canteen,lost,27/03/2024 23:59,Majid Rajput,3412205680
white bike keys,keys,ab1,lost,14/01/2026 07:50,Usman Gondal,3492377495
white master keys,keys,ab1,lost,14/01/2025 15:00,Osama Iqbal,3026702070
grey locker keys,keys,ab5,lost,30/06/2024 18:24,Kinza Dar,3455984816
blue door keys,keys,cc,lost,03/03/2024 13:45,Usman Hussain,3186113454
brown metal usb drive,usb,mosque,lost,28/01/2024 16:23,Fariha Tarar,3458274607
grey compact usb drive,usb,ab3,lost,21/05/2024 12:17,Ibrahim Toor,3113070923
brown 64gb usb drive,usb,cc,lost,26/12/2024 22:08,Humaira Ahmed,3473761358
blue 128gb usb drive,usb,ab3,lost,22/03/2025 09:42,Yumna Shah,3125645174
grey slim usb drive,usb,ab2,found,29/03/2024 20:44,Irfan Warraich,3437529065
brown 32gb usb drive,usb,library,lost,30/06/2024 17:10,Fariha Shah,3032565404
blue flash usb drive,usb,garden,lost,16/03/2026 17:31,Palwasha Ansari,3182080331
grey plastic usb drive,usb,hostel,lost,17/09/2025 18:58,Haider Sheikh,3155497135
blue 32gb usb drive,usb,library,found,12/03/2025 14:38,Zainab Lodhi,3435890430
black metal usb drive,usb,hostel,found,22/11/2024 10:16,Kiran Chattha,3167306386
white 32gb usb drive,usb,ab4,found,30/05/2024 15:35,Ghulam Pasha,3384536051
blue retractable usb drive,usb,parking,found,08/06/2024 10:01,Siraj Chattha,3218985279
brown plastic usb drive,usb,ab3,lost,23/07/2024 11:17,Huzaifa Iqbal,3225429485
black slim usb drive,usb,ab3,lost,06/04/2026 16:16,Hania Kashmiri,3328392236
grey portable usb drive,usb,ab2,lost,04/03/2025 16:42,Dua Gilani,3083779957
white plastic usb drive,usb,canteen,lost,05/11/2025 17:56,Junaid Ali,3025288416
white slim usb drive,usb,hostel,lost,23/03/2025 23:34,Ghazala Gondal,3462313677
blue compact usb drive,usb,mosque,lost,28/04/2024 08:10,Areeba Khawaja,3312498357
brown slim usb drive,usb,ab4,lost,04/06/2024 13:49,Kiran Ansari,3434361745
grey 128gb usb drive,usb,cc,lost,07/06/2025 08:17,Khalid Siddiqui,3006709542
white compact usb drive,usb,library,lost,14/02/2024 20:34,Sajid Lodhi,3018860844
grey flash usb drive,usb,mosque,lost,04/02/2024 19:01,Rehan Raza,3246112221
brown USB-3 usb drive,usb,mosque,lost,21/08/2025 08:09,Dua Bhatti,3053925121
black flash usb drive,usb,ab2,lost,20/11/2024 15:37,Farhan Mirza,3432542006
grey 16gb usb drive,usb,ab3,lost,17/11/2025 14:56,Vaneeza Cheema,3452082734
brown flash usb drive,usb,cc,lost,09/04/2025 20:36,Tehmina Chattha,3256982166
blue 8gb usb drive,usb,ab4,found,24/11/2025 20:59,Alina Malik,3060763380
brown retractable usb drive,usb,cc,lost,21/07/2025 23:49,Dua Mirza,3297857818
black plastic usb drive,usb,cc,lost,17/04/2024 18:57,Uzma Abbasi,3263315029
white 8gb usb drive,usb,ab3,found,22/08/2024 18:48,Hira Gondal,3495419347
blue branded usb drive,usb,parking,lost,13/09/2025 08:39,Daniyal Ansari,3444441705
white branded usb drive,usb,ab1,lost,20/09/2024 20:19,Tanveer Abbasi,3120050911
blue USB-3 usb drive,usb,ab5,found,17/08/2024 08:45,Omar Sheikh,3287737422
blue metal usb drive,usb,library,lost,21/06/2024 15:05,Fariha Chaudhry,3267436727
white metal usb drive,usb,ab1,lost,09/04/2026 14:51,Eman Farooq,3015779313
black scientific calculator,calculator,cc,lost,21/01/2025 19:06,Iram Hussain,3734036506
black slim Dell laptop,laptop,block 3,lost,23/03/2025 19:41,Iram Latif,3336696312
brown slim laptop,laptop,ab1,lost,12/06/2025 10:13,Laiba Iqbal,3199585092
black folding wallet,wallet,hostel,lost,15/10/2024 19:29,Yasir Butt,3506448196
brown library id card,id_card,mosque,found,06/09/2025 17:12,Areeba Ali,3810026086
brown wireless earbuds,earbuds,hostel,found,25/09/2025 12:29,Farhan Qureshi,3497478786
black card wallet,wallet,ground,lost,13/11/2024 17:40,Zara Hanif,3882893941
black sport earbuds,earbuds,block 1,found,25/03/2026 11:43,Rida Farooq,3345938494
black keychain keys,keys,block 1,lost,04/04/2026 22:45,Danish Abbasi,3803771909
brown smart watch,watch,block 2,lost,11/05/2025 19:35,Yasir Rizvi,3902099969
brown reusable bottle,bottle,block 1,lost,20/01/2025 16:31,Fatima Farooq,3217734861
black cracked-screen OPPO phone,phone,block 1,lost,24/12/2025 16:16,Kashif Khan,3830448745
black mini umbrella,umbrella,love garden,found,15/08/2025 09:18,Anam Qureshi,3587182120
brown access id card,id_card,cc,lost,18/12/2024 21:40,Junaid Zafar,3753876785
black slim phone,phone,block 4,found,26/02/2026 22:00,Rida Usman,3120912992
brown library id card,id_card,garden,lost,05/05/2025 22:36,Hassan Hussain,3885879795
black casual watch,watch,block 4,lost,31/12/2025 16:10,Saima Munir,3751325257
black used laptop,laptop,block 1,lost,18/09/2025 15:57,Arslan Rehman,3229927269
black wireless earbuds,earbuds,ab5,lost,24/04/2025 17:14,Zain Malik,3860038427
black pocket calculator,calculator,library,lost,05/08/2025 09:32,Kamran Ansari,3818309417
black sport watch,watch,ab1,found,08/04/2026 17:30,Hira Hasan,3967043303
black portable Asus laptop,laptop,ab5,lost,26/10/2024 18:41,Ali Farooq,3532311310
brown auto-open umbrella,umbrella,hostel,lost,14/03/2025 16:28,Nadia Sattar,3297018781
brown noise-cancelling earbuds,earbuds,love garden,lost,18/03/2026 09:03,Iram Khan,3200140141
black lined notebook,notebook,block 1,lost,16/10/2025 22:03,Zara Saleem,3102314313
brown long wallet,wallet,ab3,lost,24/03/2026 18:45,Salman Sheikh,3303901283
black wireless earbuds,earbuds,block 5,lost,19/07/2025 08:03,Afshan Zafar,3670292350
black flagship Vivo phone,phone,library,lost,29/04/2025 14:07,Hira Tariq,3738360085
black photo id card,id_card,parking,lost,21/07/2025 22:16,Waqas Raza,3356287095
brown noise-cancelling earbuds,earbuds,parking,lost,21/07/2025 22:48,Alina Khan,3592080329
black scientific calculator,calculator,block 4,lost,14/01/2025 22:22,Areeba Hashmi,3496776692
black sport earbuds,earbuds,hostel,lost,24/02/2026 08:42,Kashif Javed,3812308209
black university id card,id_card,ab1,lost,21/03/2026 10:17,Rizwan Akhtar,3326161867
brown compact umbrella,umbrella,parking,found,31/01/2026 15:16,Omar Hussain,3781057736
brown slim Dell laptop,laptop,mosque,lost,27/11/2025 16:45,Waleed Waheed,3110382761
black staff id card,id_card,washroom,lost,14/09/2025 17:35,Asad Sattar,3236843584
brown university id card,id_card,washroom,found,11/10/2024 22:22,Waqas Hashmi,3816114302
brown library id card,id_card,block 5,found,06/02/2025 22:59,Kamran Qureshi,3958872154
black bike keys,keys,library,lost,07/08/2025 20:59,Shoaib Hashmi,3386480450
black dual-sim phone,phone,hostel,lost,16/12/2025 13:19,Nimra Baig,3125409494
black basic calculator,calculator,ab5,found,13/06/2025 13:41,Huma Mehmood,3829627019
brown flash usb drive,usb,library,found,02/03/2025 17:16,Adnan Iqbal,3740563507
brown gaming Acer laptop,laptop,ab1,found,14/03/2025 12:02,Anam Khan,3658260221
black cable charger,charger,block 2,found,05/08/2025 17:20,Hina Javed,3644518647
brown in-ear earbuds,earbuds,block 1,lost,09/01/2025 11:26,Ahsan Siddiqui,3760904107
brown sling bag,bag,block 4,lost,21/06/2025 11:27,Rida Aziz,3574364121
black 15-inch laptop,laptop,canteen,lost,26/11/2024 12:32,Saad Hussain,3978775497
black ruled notebook,notebook,ab4,found,29/01/2025 08:02,Hira Hasan,3756350429
black 32gb usb drive,usb,block 1,lost,19/03/2025 19:44,Bushra Usman,3529123992
black wired earbuds,earbuds,parking,found,19/12/2024 20:27,Shahid Siddiqui,3963406382
brown reading glasses,glasses,block 4,found,03/01/2025 15:08,Sundas Munir,3700141462
brown flask bottle,bottle,love garden,lost,30/01/2026 14:53,Kashif Rehman,3270894498
brown hard-cover notebook,notebook,ab3,lost,11/06/2025 20:49,Arslan Usman,3772966010
brown sport earbuds,earbuds,library,lost,06/06/2025 13:20,Iram Hussain,3248578017
black dual-sim phone,phone,ground,lost,23/10/2025 13:34,Sundas Latif,3166857303
brown dual-sim phone,phone,block 5,lost,13/04/2026 14:30,Zain Aslam,3420632895
brown plain notebook,notebook,love garden,found,06/03/2026 19:47,Iram Akhtar,3336801619
black wrist watch,watch,block 2,lost,11/08/2025 18:43,Urwa Qureshi,3601856351
black dual-sim phone,phone,parking,lost,13/11/2025 10:55,Sundas Siddiqui,3153992714
brown in-ear earbuds,earbuds,ab2,lost,24/09/2025 12:48,Noor Rizvi,3996478772
brown student id card,id_card,cc,lost,25/08/2025 11:41,Areeba Ali,3909851739
black laminated id card,id_card,hostel,lost,03/05/2025 10:30,Bilal Nasir,3334037646
brown casual watch,watch,ab5,lost,27/12/2024 20:52,Tariq Javed,3216070149
black steel bottle,bottle,block 5,found,20/09/2025 14:45,Amna Malik,3735760237
black prescription glasses,glasses,ground,lost,02/01/2025 20:36,Sidra Aslam,3672030854
brown portable laptop,laptop,ab5,found,15/01/2026 09:27,Farhan Aziz,3859466878
brown touchscreen phone,phone,canteen,lost,06/03/2026 20:30,Sundas Sattar,3986625773
brown travel umbrella,umbrella,hostel,found,28/11/2024 12:56,Shanza Hashmi,3905817775
brown wrist watch,watch,library,found,06/03/2025 15:13,Zainab Rizvi,3465436049
brown compact earbuds,earbuds,library,found,27/11/2024 11:46,Shoaib Usman,3696115913
black ruled notebook,notebook,block 2,lost,03/12/2025 20:01,Fatima Naqvi,3337937327
black compact laptop,laptop,ab5,lost,19/08/2025 14:47,Kashif Nawaz,3477753674
brown travel umbrella,umbrella,ab4,lost,17/03/2025 13:07,Yasir Siddiqui,3305665554
brown slim phone,phone,hall,lost,17/06/2025 09:53,Faisal Naqvi,3344258191
black card wallet,wallet,library,lost,08/06/2025 08:03,Kashif Naqvi,3848846217
brown android phone,phone,block 5,lost,26/11/2025 13:11,Omar Rizvi,3612957813
black photo id card,id_card,block 3,lost,25/10/2024 10:09,Junaid Hussain,3366493008
brown access id card,id_card,block 5,lost,18/02/2026 14:28,Babar Javed,3731924051
brown slim laptop,laptop,ground,found,01/04/2025 18:13,Saima Hussain,3268638768
